customer_id,order_cost,day_type,rating,rating_given,prep_time,delivery_time
355090,12.18,Weekday,Not given,False,26,27
276192,31.33,Weekday,Not given,False,34,26
50563,6.06,Weekday,4,True,24,27
107909,24.2,Weekday,Not given,False,22,31
99621,5.67,Weekday,3,True,24,29
49620,8.73,Weekday,3,True,27,28
106940,14.5,Weekday,3,True,34,24
56642,22.85,Weekday,Not given,False,21,30
80737,12.9,Weekday,3,True,29,29
108659,24.2,Weekday,3,True,28,28
127056,24.3,Weekday,5,True,21,33
128216,19.74,Weekday,4,True,35,32
241719,12.18,Weekday,4,True,26,26
59742,6.07,Weekday,3,True,29,25
365225,15.91,Weekday,Not given,False,20,31
134058,12.08,Weekday,5,True,33,25
276192,29.05,Weekday,5,True,28,32
212326,12.32,Weekday,Not given,False,30,27
119465,25.27,Weekday,5,True,30,25
373750,5.97,Weekday,4,True,32,24
101241,24.3,Weekday,Not given,False,25,24
52832,24.2,Weekday,Not given,False,28,24
395616,8.59,Weekday,5,True,32,33
64153,12.13,Weekday,5,True,31,33
144133,22.75,Weekday,4,True,21,27
296805,13.0,Weekday,4,True,33,29
359699,7.03,Weekday,5,True,32,24
76907,14.8,Weekday,4,True,23,25
186473,19.45,Weekday,Not given,False,22,27
221394,8.83,Weekday,Not given,False,31,25
115419,12.13,Weekday,Not given,False,34,26
59017,12.66,Weekday,Not given,False,29,29
220186,12.23,Weekday,5,True,33,26
399373,29.1,Weekday,4,True,29,24
99312,14.02,Weekday,3,True,30,29
318451,8.54,Weekday,4,True,22,26
57943,24.25,Weekday,5,True,25,25
43636,7.28,Weekday,5,True,20,29
235818,6.01,Weekday,5,True,23,30
318689,16.1,Weekday,Not given,False,24,29
76942,29.15,Weekday,Not given,False,20,26
376578,5.92,Weekday,5,True,34,24
130820,15.13,Weekday,Not given,False,21,30
94766,12.23,Weekday,5,True,31,29
338599,29.44,Weekday,4,True,29,32
64401,16.54,Weekday,5,True,32,24
369809,12.23,Weekday,3,True,32,24
164529,17.08,Weekday,5,True,35,29
309983,12.61,Weekday,Not given,False,34,24
333449,12.13,Weekday,Not given,False,22,25
351561,20.13,Weekday,Not given,False,24,31
196355,13.1,Weekday,Not given,False,20,28
145962,22.31,Weekday,3,True,27,31
49104,16.15,Weekday,4,True,20,26
138462,29.1,Weekday,5,True,21,29
67844,9.17,Weekday,5,True,26,28
346280,9.17,Weekday,Not given,False,24,29
47280,12.13,Weekday,5,True,22,26
80795,14.02,Weekday,Not given,False,20,25
62912,24.25,Weekday,Not given,False,23,30
222734,24.25,Weekday,Not given,False,23,30
126798,19.45,Weekday,4,True,23,29
327651,5.72,Weekday,5,True,31,26
384411,19.45,Weekday,3,True,24,29
45577,21.83,Weekday,Not given,False,23,32
82041,21.83,Weekday,Not given,False,34,30
79507,12.56,Weekday,Not given,False,31,32
139639,29.15,Weekday,Not given,False,32,32
149984,12.13,Weekday,5,True,29,26
88078,12.23,Weekday,Not given,False,20,25
231061,34.19,Weekday,Not given,False,21,31
235620,5.53,Weekday,4,True,28,26
241310,32.93,Weekday,3,True,34,31
92768,19.35,Weekday,Not given,False,28,24
304052,11.59,Weekday,5,True,35,29
132906,22.46,Weekday,Not given,False,21,29
64151,16.01,Weekday,Not given,False,28,33
74048,25.22,Weekday,4,True,32,25
59742,7.33,Weekday,Not given,False,31,30
68248,10.43,Weekday,5,True,35,29
99393,10.14,Weekday,Not given,False,24,28
65007,19.5,Weekday,5,True,22,33
164776,25.27,Weekday,Not given,False,33,30
58088,12.18,Weekday,Not given,False,24,26
154471,9.02,Weekday,3,True,25,33
302790,29.05,Weekday,Not given,False,33,32
39406,9.27,Weekday,4,True,32,29
318665,4.9,Weekday,4,True,29,32
70564,16.15,Weekday,5,True,22,24
142681,6.79,Weekday,4,True,32,29
400950,12.13,Weekday,5,True,34,28
377481,24.25,Weekday,Not given,False,31,30
240982,24.3,Weekday,3,True,29,31
85091,13.05,Weekday,5,True,23,31
354923,15.57,Weekday,4,True,34,31
373152,14.02,Weekday,Not given,False,28,32
49086,12.95,Weekday,3,True,22,33
105665,12.56,Weekday,Not given,False,32,27
158578,14.12,Weekday,3,True,24,31
107909,24.2,Weekday,4,True,34,24
148459,5.87,Weekday,Not given,False,26,30
259341,29.35,Weekday,Not given,False,31,30
142753,8.63,Weekday,Not given,False,31,32
81110,16.44,Weekday,Not given,False,23,29
286386,7.91,Weekday,Not given,False,29,26
64401,21.34,Weekday,5,True,22,24
128216,8.2,Weekday,4,True,33,26
38612,12.13,Weekday,Not given,False,31,33
378482,5.72,Weekday,Not given,False,22,24
40745,15.91,Weekday,Not given,False,32,28
60039,33.37,Weekday,3,True,30,27
129206,29.15,Weekday,Not given,False,34,28
106860,17.03,Weekday,Not given,False,35,30
52832,31.43,Weekday,3,True,26,29
207281,29.3,Weekday,5,True,33,32
203442,19.6,Weekday,Not given,False,23,26
232035,12.23,Weekday,5,True,24,32
102710,12.13,Weekday,4,True,26,30
135970,25.27,Weekday,5,True,31,30
58675,11.59,Weekday,3,True,23,25
102010,13.48,Weekday,Not given,False,27,32
57263,15.76,Weekday,Not given,False,27,28
145216,7.66,Weekday,5,True,33,31
276192,10.86,Weekday,4,True,28,28
300552,22.26,Weekday,5,True,33,32
139626,16.98,Weekday,Not given,False,35,29
108659,25.27,Weekday,4,True,23,31
79255,12.95,Weekday,4,True,29,24
316223,25.22,Weekday,4,True,25,28
178158,29.1,Weekday,4,True,22,32
130956,21.83,Weekday,3,True,21,26
39702,12.08,Weekday,4,True,20,31
337230,15.18,Weekday,Not given,False,34,30
62359,16.01,Weekday,5,True,23,27
146211,12.08,Weekday,Not given,False,25,33
47594,12.18,Weekday,5,True,24,30
361846,14.12,Weekday,3,True,21,33
55689,7.95,Weekday,Not given,False,20,26
106940,9.07,Weekday,4,True,23,30
274232,7.86,Weekday,5,True,20,27
351329,12.23,Weekday,Not given,False,27,26
136807,19.35,Weekday,5,True,35,28
141732,12.18,Weekday,5,True,20,26
211035,19.45,Weekday,Not given,False,28,28
328331,16.11,Weekday,5,True,25,24
50199,19.4,Weekday,4,True,35,26
172758,12.23,Weekday,4,True,31,24
292343,12.23,Weekday,Not given,False,32,33
85091,13.53,Weekday,3,True,20,31
321492,8.1,Weekday,5,True,28,28
62540,5.92,Weekday,Not given,False,27,31
97324,29.05,Weekday,4,True,27,29
94152,8.68,Weekday,3,True,33,30
35309,25.22,Weekday,Not given,False,31,24
64151,12.18,Weekday,5,True,23,31
